Ticker,Market_Cap_Billions,Log_Market_Cap,Sector_Communication Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Real Estate,Sector_Technology,Sector_Unknown,Sector_Utilities
PM,230.086770688,5.438456501637948,0,0,1,0,0,0,0,0,0,0,0
PNC,77.746511872,4.353453686670315,0,0,0,0,1,0,0,0,0,0,0
PNR,17.089833984,2.838483782861475,0,0,0,0,0,0,1,0,0,0,0
PNW,10.553102336,2.356419876979184,0,0,0,0,0,0,0,0,0,0,1
PPG,22.802470912,3.126868903421763,0,0,0,0,0,0,0,0,0,0,0
PPL,25.047570432,3.2207768340846465,0,0,0,0,0,0,0,0,0,0,1
PRU,39.304986624,3.6713513969327245,0,0,0,0,1,0,0,0,0,0,0
PSA,47.736467456,3.8656956226973915,0,0,0,0,0,0,0,1,0,0,0
PSX,56.318754816,4.0310276025144685,0,0,0,1,0,0,0,0,0,0,0
PTC,20.786429952,3.0343003676439237,0,0,0,0,0,0,0,0,1,0,0
PWR,68.688744448,4.229585349532021,0,0,0,0,0,0,1,0,0,0,0
PYPL,59.500965888,4.085992545831588,0,0,0,0,1,0,0,0,0,0,0
QCOM,188.619997184,5.239734394186251,0,0,0,0,0,0,0,0,1,0,0
QRVO,8.335177728,2.120484839070804,0,0,0,0,0,0,0,0,1,0,0
RCL,70.267224064,4.252305460567255,0,1,0,0,0,0,0,0,0,0,0
REG,12.640636928,2.536916777322602,0,0,0,0,0,0,0,1,0,0,0
REGN,76.137136128,4.3325361370081845,0,0,0,0,0,1,0,0,0,0,0
RF,23.449864192,3.154864703489591,0,0,0,0,1,0,0,0,0,0,0
RJF,32.525508608,3.4820246617244224,0,0,0,0,1,0,0,0,0,0,0
RL,22.341230592,3.106433876815086,0,1,0,0,0,0,0,0,0,0,0
RMD,37.447651328,3.622943993123404,0,0,0,0,0,1,0,0,0,0,0
ROK,45.456105472,3.81674714541889,0,0,0,0,0,0,1,0,0,0,0
ROL,29.54264576,3.3858348384276375,0,1,0,0,0,0,0,0,0,0,0
ROP,48.174206976,3.87482375284683,0,0,0,0,0,0,0,0,1,0,0
ROST,58.176032768,4.0634734618111805,0,1,0,0,0,0,0,0,0,0,0
RSG,67.604086784,4.213668436606181,0,0,0,0,0,0,1,0,0,0,0
RVTY,11.698955264,2.459499544141579,0,0,0,0,0,1,0,0,0,0,0
SBAC,20.202213376,3.0057921714737756,0,0,0,0,0,0,0,1,0,0,0
SBUX,96.78995456,4.5725432136909,0,1,0,0,0,0,0,0,0,0,0
SCHW,170.303881216,5.137584377872831,0,0,0,0,1,0,0,0,0,0,0
SHW,83.055419392,4.419508088499853,0,0,0,0,0,0,0,0,0,0,0
SJM,10.681168896,2.3684822747341534,0,0,1,0,0,0,0,0,0,0,0
SLB,57.456300032,4.051024659413841,0,0,0,1,0,0,0,0,0,0,0
SNA,18.111643648,2.896555026915558,0,0,0,0,0,0,1,0,0,0,0
SNPS,88.950636544,4.488081570286351,0,0,0,0,0,0,0,0,1,0,0
SO,95.003328512,4.553911927955181,0,0,0,0,0,0,0,0,0,0,1
SPG,68.862910464,4.232117723412764,0,0,0,0,0,0,0,1,0,0,0
SPGI,152.198152192,5.025183304696857,0,0,0,0,1,0,0,0,0,0,0
SRE,59.172110336,4.080450321693971,0,0,0,0,0,0,0,0,0,0,1
STLD,24.321142784,3.1913460454676796,0,0,0,0,0,0,0,0,0,0,0
STT,35.067580416,3.5572770687865036,0,0,0,0,1,0,0,0,0,0,0
STX,60.740550656,4.106611525365116,0,0,0,0,0,0,0,0,1,0,0
STZ,24.7818752,3.210112547268458,0,0,1,0,0,0,0,0,0,0,0
SWK,11.224513536,2.418100095139108,0,0,0,0,0,0,1,0,0,0,0
SWKS,10.306482176,2.3327730347615363,0,0,0,0,0,0,0,0,1,0,0
SYF,29.898543104,3.39780975359078,0,0,0,0,1,0,0,0,0,0,0
SYK,139.20985088,4.935982513212488,0,0,0,0,0,1,0,0,0,0,0
SYY,35.00474368,3.555483586019835,0,0,1,0,0,0,0,0,0,0,0
T,180.761755648,5.197179897087193,1,0,0,0,0,0,0,0,0,0,0
TAP,8.924720128,2.188824968966741,0,0,1,0,0,0,0,0,0,0,0
TDG,75.895939072,4.3293631793074985,0,0,0,0,0,0,1,0,0,0,0
TEL,69.032648704,4.234579562311001,0,0,0,0,0,0,0,0,1,0,0
TER,31.937193984,3.4637712862037326,0,0,0,0,0,0,0,0,1,0,0
TFX,5.325426176,1.6724927414446582,0,0,0,0,0,1,0,0,0,0,0
TGT,41.891057664,3.735072383243688,0,0,1,0,0,0,0,0,0,0,0
TJX,170.591256576,5.139270382724271,0,1,0,0,0,0,0,0,0,0,0
TMO,215.194320896,5.371541438050934,0,0,0,0,0,1,0,0,0,0,0
TMUS,235.921588224,5.4634994965291215,1,0,0,0,0,0,0,0,0,0,0
TPR,24.07474176,3.1811632311469094,0,1,0,0,0,0,0,0,0,0,0
TRGP,38.893776896,3.6608342608601396,0,0,0,1,0,0,0,0,0,0,0
TRMB,19.875176448,2.98947153838778,0,0,0,0,0,0,0,0,1,0,0
TROW,23.41725184,3.153473008842051,0,0,0,0,1,0,0,0,0,0,0
TRV,63.237849088,4.146902999871646,0,0,0,0,1,0,0,0,0,0,0
TSCO,28.576067584,3.352569569752882,0,1,0,0,0,0,0,0,0,0,0
TSLA,1513.247735808,7.32201343852617,0,1,0,0,0,0,0,0,0,0,0
TSN,20.095838208,3.000512739297965,0,0,1,0,0,0,0,0,0,0,0
TT,89.3243392,4.492274006177101,0,0,0,0,0,0,1,0,0,0,0
TXN,165.953896448,5.111710017540838,0,0,0,0,0,0,0,0,1,0,0
TXT,14.874796032,2.6996682392032274,0,0,0,0,0,0,1,0,0,0,0
UAL,33.97629952,3.525663208606678,0,0,0,0,0,0,1,0,0,0,0
UDR,13.252415488,2.5841798367985587,0,0,0,0,0,0,0,1,0,0,0
UHS,14.705629184,2.688230358169842,0,0,0,0,0,1,0,0,0,0,0
ULTA,27.034783744,3.297124323689713,0,1,0,0,0,0,0,0,0,0,0
UNH,299.751047168,5.702952287372748,0,0,0,0,0,1,0,0,0,0,0
UNP,139.57668864,4.9386141895649365,0,0,0,0,0,0,1,0,0,0,0
UPS,80.486342656,4.38808751358403,0,0,0,0,0,0,1,0,0,0,0
URI,51.274162176,3.9371869640102237,0,0,0,0,0,0,1,0,0,0,0
USB,79.770271744,4.379150900511194,0,0,0,0,1,0,0,0,0,0,0
V,642.917597184,6.466016562345608,0,0,0,0,1,0,0,0,0,0,0
VLO,54.096896,3.990776808975361,0,0,0,1,0,0,0,0,0,0,0
VMC,38.96143872,3.6625724062239247,0,0,0,0,0,0,0,0,0,0,0
VRSK,30.910541824,3.431097285074831,0,0,0,0,0,0,1,0,0,0,0
VRSN,23.30917888,3.1488472263439866,0,0,0,0,0,0,0,0,1,0,0
VRTX,116.780818432,4.760298831154176,0,0,0,0,0,1,0,0,0,0,0
VTR,37.8651648,3.6340315548605537,0,0,0,0,0,0,0,1,0,0,0
VZ,175.782772736,5.169248986911285,1,0,0,0,0,0,0,0,0,0,0
WAB,36.747247616,3.6040633280513688,0,0,0,0,0,0,1,0,0,0,0
WAT,23.504910336,3.15720934979109,0,0,0,0,0,1,0,0,0,0,0
WBA,,,0,0,0,0,0,0,0,0,0,1,0
WDC,57.894735872,4.058626462863658,0,0,0,0,0,0,0,0,1,0,0
WEC,34.386853888,3.5376743369211394,0,0,0,0,0,0,0,0,0,0,1
WELL,140.2236928,4.943238953190136,0,0,0,0,0,0,0,1,0,0,0
WFC,287.76513536,5.662144645210894,0,0,0,0,1,0,0,0,0,0,0
WM,86.04434432,4.454862794989107,0,0,0,0,0,0,1,0,0,0,0
WMB,76.704751616,4.3399636571192755,0,0,0,1,0,0,0,0,0,0,0
WMT,917.754937344,6.82193040219794,0,0,1,0,0,0,0,0,0,0,0
WRB,25.355014144,3.2329765070855174,0,0,0,0,1,0,0,0,0,0,0
WTW,31.283642368,3.4430953528878048,0,0,0,0,1,0,0,0,0,0,0
WY,15.649573888,2.7504436890116506,0,0,0,0,0,0,0,1,0,0,0
WYNN,13.050094592,2.5687953821715515,0,1,0,0,0,0,0,0,0,0,0
XEL,45.65504,3.8211140062041586,0,0,0,0,0,0,0,0,0,0,1
XOM,496.838836224,6.208265700317562,0,0,0,1,0,0,0,0,0,0,0
XYL,33.844631552,3.521780391566553,0,0,0,0,0,0,1,0,0,0,0
YUM,40.248557568,3.6950741664025424,0,1,0,0,0,0,0,0,0,0,0
ZBH,18.684557312,2.9276973704972975,0,0,0,0,0,1,0,0,0,0,0
ZTS,52.583723008,3.9624066233374817,0,0,0,0,0,1,0,0,0,0,0
